Year (4-digit calendar year),"Geographic ID code (FIPS code, see specification below)",Type of beverage (see specification below),Gallons of beverage,Gallons of ethanol (absolute alcohol),Population (age 14 and older),Gallons of ethanol per capita age 14 and older,Gallons of ethanol per capita (14+),Decile for per capita consumption age 14 and older,Population (age 21 and older),Gallons of ethanol per capita age 21 and older,Gallons of ethanol per capita (21+),Decile for per capita consumption age 21 and older,Type of data source,Time-varying alcohol by volume (ABV),Gallons of ethanol derived from time-varying ABV,State_Region,Type of Beverage,Source
1978,9,3,59887000,2694915,2467397,10922,1.0922,9,2061490,13073,1.3073,9,.,48,2874576,Connecticut,Beer,unknown
1978,9,4,.,6635175,2467397,26891,2.6891,6,2061490,32186,3.2186,6,.,.,6844164,Connecticut,All beverages,unknown
1978,10,1,1487000,611157,468341,13049,1.3049,2,381232,16031,1.6031,2,.,405,602235,Delaware,Spirits,unknown
1978,10,2,882000,113778,468341,2429,0.2429,6,381232,2984,0.2984,6,.,138,121716,Delaware,Wine,unknown
1978,10,3,13588000,611460,468341,13056,1.3056,6,381232,16039,1.6039,6,.,48,652224,Delaware,Beer,unknown
1978,10,4,.,1336395,468341,28535,2.8535,4,381232,35055,3.5055,4,.,.,1376175,Delaware,All beverages,unknown
1978,11,1,4115000,1691265,557107,30358,3.0358,1,467529,36175,3.6175,1,.,412,1695380,District of Columbia,Spirits,unknown
1978,11,2,3944000,508776,557107,9132,0.9132,1,467529,10882,1.0882,1,.,130,512720,District of Columbia,Wine,unknown
1978,11,3,17140000,771300,557107,13845,1.3845,4,467529,16497,1.6497,4,.,48,822720,District of Columbia,Beer,unknown
1978,11,4,.,2971341,557107,53335,5.3335,1,467529,63554,6.3554,1,.,.,3030820,District of Columbia,All beverages,unknown
1978,12,1,25269000,10385559,7398595,14037,1.4037,2,6310415,16458,1.6458,2,.,410,10360290,Florida,Spirits,unknown
1978,12,2,18465000,2381985,7398595,3220,0.322,4,6310415,3775,0.3775,4,.,124,2289660,Florida,Wine,unknown
1978,12,3,220237000,9910665,7398595,13395,1.3395,5,6310415,15705,1.5705,6,.,48,10571376,Florida,Beer,unknown
1978,12,4,.,22678209,7398595,30652,3.0652,3,6310415,35938,3.5938,4,.,.,23221326,Florida,All beverages,unknown
1978,13,1,11918000,4898298,4063500,12054,1.2054,3,3328395,14717,1.4717,3,.,413,4922134,Georgia,Spirits,unknown
1978,13,2,5594000,721626,4063500,1776,0.1776,7,3328395,2168,0.2168,7,.,130,727220,Georgia,Wine,unknown
1978,13,3,98681000,4440645,4063500,10928,1.0928,9,3328395,13342,1.3342,9,.,48,4736688,Georgia,Beer,unknown
1978,13,4,.,10060569,4063500,24758,2.4758,7,3328395,30226,3.0226,7,.,.,10386042,Georgia,All beverages,unknown
1978,15,1,2200000,904200,725334,12466,1.2466,3,597457,15134,1.5134,3,.,406,893200,Hawaii,Spirits,unknown
1978,15,2,2493000,321597,725334,4434,0.4434,3,597457,5383,0.5383,3,.,122,304146,Hawaii,Wine,unknown
1978,15,3,21390000,962550,725334,13270,1.327,5,597457,16111,1.6111,6,.,48,1026720,Hawaii,Beer,unknown
1978,15,4,.,2188347,725334,30170,3.017,3,597457,36628,3.6628,3,.,.,2224066,Hawaii,All beverages,unknown
1978,16,1,1297000,533067,681247,7825,0.7825,8,556433,9580,0.958,8,.,410,531770,Idaho,Spirits,unknown
1978,16,2,1315000,169635,681247,2490,0.249,5,556433,3049,0.3049,5,.,121,159115,Idaho,Wine,unknown
1978,16,3,22178000,998010,681247,14650,1.465,3,556433,17936,1.7936,3,.,48,1064544,Idaho,Beer,unknown
1978,16,4,.,1700712,681247,24965,2.4965,7,556433,30565,3.0565,7,.,.,1755429,Idaho,All beverages,unknown
1978,17,1,25390000,10435290,8955607,11652,1.1652,4,7417271,14069,1.4069,4,.,405,10282950,Illinois,Spirits,unknown
1978,17,2,21284000,2745636,8955607,3066,0.3066,4,7417271,3702,0.3702,4,.,133,2830772,Illinois,Wine,unknown
1978,17,3,269502000,12127590,8955607,13542,1.3542,5,7417271,16350,1.635,5,.,48,12936096,Illinois,Beer,unknown
1978,17,4,.,25308516,8955607,28260,2.826,4,7417271,34121,3.4121,4,.,.,26049818,Illinois,All beverages,unknown
1978,18,1,8056000,3311016,4234794,7819,0.7819,9,3476596,9524,0.9524,9,.,408,3286848,Indiana,Spirits,unknown
1978,18,2,5073000,654417,4234794,1545,0.1545,8,3476596,1882,0.1882,8,.,137,695001,Indiana,Wine,unknown
1978,18,3,110918000,4991310,4234794,11786,1.1786,8,3476596,14357,1.4357,7,.,48,5324064,Indiana,Beer,unknown
1978,18,4,.,8956743,4234794,21150,2.115,8,3476596,25763,2.5763,8,.,.,9305913,Indiana,All beverages,unknown
1978,19,1,4113000,1690443,2292991,7372,0.7372,9,1893287,8929,0.8929,9,.,406,1669878,Iowa,Spirits,unknown
1978,19,2,1871000,241359,2292991,1053,0.1053,10,1893287,1275,0.1275,10,.,128,239488,Iowa,Wine,unknown
1978,19,3,70558000,3175110,2292991,13847,1.3847,4,1893287,16770,1.677,4,.,48,3386784,Iowa,Beer,unknown
1978,19,4,.,5106912,2292991,22272,2.2272,8,1893287,26974,2.6974,8,.,.,5296150,Iowa,All beverages,unknown
1978,20,1,2909000,1195599,1850427,6461,0.6461,10,1532541,7801,0.7801,10,.,408,1186872,Kansas,Spirits,unknown
1978,20,2,1679000,216591,1850427,1170,0.117,9,1532541,1413,0.1413,9,.,134,224986,Kansas,Wine,unknown
1978,20,3,47290000,2128050,1850427,11500,1.15,8,1532541,13886,1.3886,8,.,48,2269920,Kansas,Beer,unknown
1978,20,4,.,3540240,1850427,19132,1.9132,10,1532541,23100,2.31,10,.,.,3681778,Kansas,All beverages,unknown
1978,21,1,5080000,2087880,2794605,7471,0.7471,9,2295840,9094,0.9094,9,.,410,2082800,Kentucky,Spirits,unknown
1978,21,2,1965000,253485,2794605,907,0.0907,10,2295840,1104,0.1104,10,.,137,269205,Kentucky,Wine,unknown
1978,21,3,64414000,2898630,2794605,10372,1.0372,9,2295840,12626,1.2626,9,.,48,3091872,Kentucky,Beer,unknown
1978,21,4,.,5239995,2794605,18750,1.875,10,2295840,22824,2.2824,10,.,.,5443877,Kentucky,All beverages,unknown
1978,22,1,7792000,3202512,3084443,10383,1.0383,6,2492211,12850,1.285,6,.,411,3202512,Louisiana,Spirits,unknown
1978,22,2,5915000,763035,3084443,2474,0.2474,5,2492211,3062,0.3062,5,.,136,804440,Louisiana,Wine,unknown
1978,22,3,90409000,4068405,3084443,13190,1.319,6,2492211,16324,1.6324,5,.,48,4339632,Louisiana,Beer,unknown
1978,22,4,.,8033952,3084443,26047,2.6047,6,2492211,32236,3.2236,6,.,.,8346584,Louisiana,All beverages,unknown
1978,23,1,2178000,895158,870956,10278,1.0278,6,719436,12442,1.2442,6,.,403,877734,Maine,Spirits,unknown
1978,23,2,1778000,229362,870956,2633,0.2633,5,719436,3188,0.3188,5,.,124,220472,Maine,Wine,unknown
1978,23,3,24824000,1117080,870956,12826,1.2826,7,719436,15527,1.5527,7,.,48,1191552,Maine,Beer,unknown
1978,23,4,.,2241600,870956,25737,2.5737,6,719436,31158,3.1158,6,.,.,2289758,Maine,All beverages,unknown
1978,24,1,11047000,4540317,3298252,13766,1.3766,2,2721187,16685,1.6685,2,.,406,4485082,Maryland,Spirits,unknown
1978,24,2,7837000,1010973,3298252,3065,0.3065,4,2721187,3715,0.3715,4,.,136,1065832,Maryland,Wine,unknown
1978,24,3,102824000,4627080,3298252,14029,1.4029,3,2721187,17004,1.7004,4,.,48,4935552,Maryland,Beer,unknown
1978,24,4,.,10178370,3298252,30860,3.086,3,2721187,37404,3.7404,3,.,.,10486466,Maryland,All beverages,unknown
1978,25,1,14125000,5805375,4607478,12600,1.26,3,3820187,15197,1.5197,3,.,399,5635875,Massachusetts,Spirits,unknown
1978,25,2,14519000,1872951,4607478,4065,0.4065,3,3820187,4903,0.4903,3,.,133,1931027,Massachusetts,Wine,unknown
1978,25,3,141496000,6367320,4607478,13820,1.382,4,3820187,16668,1.6668,4,.,48,6791808,Massachusetts,Beer,unknown
1978,25,4,.,14045646,4607478,30484,3.0484,3,3820187,36767,3.6767,3,.,.,14358710,Massachusetts,All beverages,unknown
1978,26,1,18223000,7489653,7110302,10534,1.0534,6,5812395,12886,1.2886,6,.,407,7416761,Michigan,Spirits,unknown
1978,26,2,14001000,1806129,7110302,2540,0.254,5,5812395,3107,0.3107,5,.,124,1736124,Michigan,Wine,unknown
1978,26,3,226062000,10172790,7110302,14307,1.4307,3,5812395,17502,1.7502,3,.,48,10850976,Michigan,Beer,unknown
1978,26,4,.,19468572,7110302,27381,2.7381,5,5812395,33495,3.3495,5,.,.,20003861,Michigan,All beverages,unknown
1978,27,1,8875000,3647625,3133436,11641,1.1641,4,2563687,14228,1.4228,4,.,406,3603250,Minnesota,Spirits,unknown
1978,27,2,5518000,711822,3133436,2272,0.2272,6,2563687,2777,0.2777,6,.,128,706304,Minnesota,Wine,unknown
1978,27,3,91822000,4131990,3133436,13187,1.3187,6,2563687,16117,1.6117,5,.,48,4407456,Minnesota,Beer,unknown
1978,27,4,.,8491437,3133436,27099,2.7099,5,2563687,33122,3.3122,5,.,.,8717010,Minnesota,All beverages,unknown
1978,28,1,4001000,1644411,1874916,8771,0.8771,7,1511829,10877,1.0877,7,.,409,1636409,Mississippi,Spirits,unknown
1978,28,2,1445000,186405,1874916,994,0.0994,10,1511829,1233,0.1233,10,.,140,202300,Mississippi,Wine,unknown
1978,28,3,46428000,2089260,1874916,11143,1.1143,9,1511829,13819,1.3819,8,.,48,2228544,Mississippi,Beer,unknown
1978,28,4,.,3920076,1874916,20908,2.0908,8,1511829,25929,2.5929,8,.,.,4067253,Mississippi,All beverages,unknown
1978,29,1,8323000,3420753,3864779,8851,0.8851,7,3204409,10675,1.0675,7,.,406,3379138,Missouri,Spirits,unknown
1978,29,2,5834000,752586,3864779,1947,0.1947,7,3204409,2349,0.2349,7,.,143,834262,Missouri,Wine,unknown
1978,29,3,112137000,5046165,3864779,13057,1.3057,6,3204409,15748,1.5748,6,.,48,5382576,Missouri,Beer,unknown
1978,29,4,.,9219504,3864779,23855,2.3855,7,3204409,28771,2.8771,7,.,.,9595976,Missouri,All beverages,unknown
1978,30,1,1578000,648558,608751,10654,1.0654,5,499555,12983,1.2983,5,.,407,642246,Montana,Spirits,unknown
1978,30,2,962000,124098,608751,2039,0.2039,6,499555,2484,0.2484,6,.,128,123136,Montana,Wine,unknown
1978,30,3,24592000,1106640,608751,18179,1.8179,1,499555,22153,2.2153,1,.,48,1180416,Montana,Beer,unknown
1978,30,4,.,1879296,608751,30871,3.0871,2,499555,37619,3.7619,2,.,.,1945798,Montana,All beverages,unknown
1978,31,1,2690000,1105590,1226947,9011,0.9011,7,1012939,10915,1.0915,7,.,407,1094830,Nebraska,Spirits,unknown
1978,31,2,1699000,219171,1226947,1786,0.1786,7,1012939,2164,0.2164,7,.,128,217472,Nebraska,Wine,unknown
1978,31,3,40389000,1817505,1226947,14813,1.4813,3,1012939,17943,1.7943,3,.,48,1938672,Nebraska,Beer,unknown
1978,31,4,.,3142266,1226947,25610,2.561,6,1012939,31021,3.1021,6,.,.,3250974,Nebraska,All beverages,unknown
1978,32,1,4611000,1895121,566947,33427,3.3427,1,475335,39869,3.9869,1,.,408,1881288,Nevada,Spirits,unknown
1978,32,2,3401000,438729,566947,7738,0.7738,1,475335,9230,0.923,1,.,125,425125,Nevada,Wine,unknown
1978,32,3,25352000,1140840,566947,20123,2.0123,1,475335,24001,2.4001,1,.,48,1216896,Nevada,Beer,unknown
1978,32,4,.,3474690,566947,61288,6.1288,1,475335,73100,7.31,1,.,.,3523309,Nevada,All beverages,unknown
1978,33,1,4881000,2006091,696249,28813,2.8813,1,576050,34825,3.4825,1,.,404,1971924,New Hampshire,Spirits,unknown
1978,33,2,2865000,369585,696249,5308,0.5308,1,576050,6416,0.6416,1,.,131,375315,New Hampshire,Wine,unknown
1978,33,3,30136000,1356120,696249,19478,1.9478,1,576050,23542,2.3542,1,.,48,1446528,New Hampshire,Beer,unknown
1978,33,4,.,3731796,696249,53599,5.3599,1,576050,64783,6.4783,1,.,.,3793767,New Hampshire,All beverages,unknown
1978,34,1,15649000,6431739,5831475,11029,1.1029,5,4892539,13146,1.3146,5,.,406,6353494,New Jersey,Spirits,unknown
1978,34,2,18759000,2419911,5831475,4150,0.415,3,4892539,4946,0.4946,3,.,134,2513706,New Jersey,Wine,unknown
1978,34,3,151871000,6834195,5831475,11719,1.1719,8,4892539,13969,1.3969,8,.,48,7289808,New Jersey,Beer,unknown
1978,34,4,.,15685845,5831475,26899,2.6899,6,4892539,32061,3.2061,6,.,.,16157008,New Jersey,All beverages,unknown
1978,35,1,2185000,898035,932810,9627,0.9627,6,749602,11980,1.198,6,.,402,878370,New Mexico,Spirits,unknown
1978,35,2,2272000,293088,932810,3142,0.3142,4,749602,3910,0.391,4,.,135,306720,New Mexico,Wine,unknown
1978,35,3,34246000,1541070,932810,16521,1.6521,2,749602,20559,2.0559,2,.,48,1643808,New Mexico,Beer,unknown
1978,35,4,.,2732193,932810,29290,2.929,4,749602,36449,3.6449,3,.,.,2828898,New Mexico,All beverages,unknown
1978,36,1,40418000,16611798,14118431,11766,1.1766,4,11841083,14029,1.4029,5,.,408,16490544,New York,Spirits,unknown
1978,36,2,45755000,5902395,14118431,4181,0.4181,3,11841083,4985,0.4985,3,.,133,6085415,New York,Wine,unknown
1978,36,3,371329000,16709805,14118431,11835,1.1835,7,11841083,14112,1.4112,8,.,48,17823792,New York,Beer,unknown
1978,36,4,.,39223998,14118431,27782,2.7782,5,11841083,33125,3.3125,5,.,.,40399751,New York,All beverages,unknown
1978,37,1,9088000,3735168,4511415,8279,0.8279,8,3710593,10066,1.0066,8,.,417,3789696,North Carolina,Spirits,unknown
1978,37,2,6803000,877587,4511415,1945,0.1945,7,3710593,2365,0.2365,7,.,147,1000041,North Carolina,Wine,unknown
1978,37,3,102181000,4598145,4511415,10192,1.0192,10,3710593,12392,1.2392,10,.,48,4904688,North Carolina,Beer,unknown
1978,37,4,.,9210900,4511415,20417,2.0417,9,3710593,24823,2.4823,9,.,.,9694425,North Carolina,All beverages,unknown
1978,38,1,1421000,584031,509937,11453,1.1453,4,414718,14083,1.4083,4,.,405,575505,North Dakota,Spirits,unknown
1978,38,2,638000,82302,509937,1614,0.1614,8,414718,1985,0.1985,8,.,130,82940,North Dakota,Wine,unknown
1978,38,3,16426000,739170,509937,14495,1.4495,3,414718,17823,1.7823,3,.,48,788448,North Dakota,Beer,unknown
1978,38,4,.,1405503,509937,27562,2.7562,5,414718,33891,3.3891,5,.,.,1446893,North Dakota,All beverages,unknown
1978,39,1,14323000,5886753,8438283,6976,0.6976,10,6971199,8444,0.8444,10,.,408,5843784,Ohio,Spirits,unknown
1978,39,2,12910000,1665390,8438283,1974,0.1974,7,6971199,2389,0.2389,7,.,133,1717030,Ohio,Wine,unknown
1978,39,3,223037000,10036665,8438283,11894,1.1894,7,6971199,14397,1.4397,7,.,48,10705776,Ohio,Beer,unknown
1978,39,4,.,17588808,8438283,20844,2.0844,9,6971199,25231,2.5231,9,.,.,18266590,Ohio,All beverages,unknown
1978,40,1,4478000,1840458,2288263,8043,0.8043,8,1901231,9680,0.968,8,.,410,1835980,Oklahoma,Spirits,unknown
1978,40,2,2437000,314373,2288263,1374,0.1374,9,1901231,1654,0.1654,9,.,140,341180,Oklahoma,Wine,unknown
1978,40,3,53596000,2411820,2288263,10540,1.054,9,1901231,12686,1.2686,9,.,48,2572608,Oklahoma,Beer,unknown
1978,40,4,.,4566651,2288263,19957,1.9957,9,1901231,24019,2.4019,9,.,.,4749768,Oklahoma,All beverages,unknown
1978,41,1,4608000,1893888,1978339,9573,0.9573,7,1664116,11381,1.1381,7,.,412,1898496,Oregon,Spirits,unknown
1978,41,2,7119000,918351,1978339,4642,0.4642,2,1664116,5519,0.5519,2,.,125,889875,Oregon,Wine,unknown
1978,41,3,57845000,2603025,1978339,13158,1.3158,6,1664116,15642,1.5642,6,.,48,2776560,Oregon,Beer,unknown
1978,41,4,.,5415264,1978339,27373,2.7373,5,1664116,32541,3.2541,5,.,.,5564931,Oregon,All beverages,unknown
1978,42,1,16993000,6984123,9514538,7340,0.734,9,7964946,8769,0.8769,9,.,408,6933144,Pennsylvania,Spirits,unknown
1978,42,2,15493000,1998597,9514538,2101,0.2101,6,7964946,2509,0.2509,6,.,135,2091555,Pennsylvania,Wine,unknown
1978,42,3,285731000,12857895,9514538,13514,1.3514,5,7964946,16143,1.6143,5,.,48,13715088,Pennsylvania,Beer,unknown
1978,42,4,.,21840615,9514538,22955,2.2955,8,7964946,27421,2.7421,8,.,.,22739787,Pennsylvania,All beverages,unknown
1978,44,1,2104000,864744,767652,11265,1.1265,5,638604,13541,1.3541,5,.,401,843704,Rhode Island,Spirits,unknown
1978,44,2,2868000,369972,767652,4820,0.482,1,638604,5793,0.5793,1,.,134,384312,Rhode Island,Wine,unknown
1978,44,3,23453000,1055385,767652,13748,1.3748,4,638604,16526,1.6526,4,.,48,1125744,Rhode Island,Beer,unknown
1978,44,4,.,2290101,767652,29833,2.9833,4,638604,35861,3.5861,4,.,.,2353760,Rhode Island,All beverages,unknown
1978,45,1,6527000,2682597,2342802,11450,1.145,5,1898861,14127,1.4127,4,.,413,2695651,South Carolina,Spirits,unknown
1978,45,2,2999000,386871,2342802,1651,0.1651,8,1898861,2037,0.2037,8,.,131,392869,South Carolina,Wine,unknown
1978,45,3,59436000,2674620,2342802,11416,1.1416,8,1898861,14085,1.4085,8,.,48,2852928,South Carolina,Beer,unknown
1978,45,4,.,5744088,2342802,24518,2.4518,7,1898861,30250,3.025,7,.,.,5941448,South Carolina,All beverages,unknown
1978,46,1,1375000,565125,536742,10529,1.0529,6,436749,12939,1.2939,5,.,405,556875,South Dakota,Spirits,unknown
1978,46,2,714000,92106,536742,1716,0.1716,8,436749,2109,0.2109,8,.,139,99246,South Dakota,Wine,unknown
1978,46,3,14276000,642420,536742,11969,1.1969,7,436749,14709,1.4709,7,.,48,685248,South Dakota,Beer,unknown
1978,46,4,.,1299651,536742,24214,2.4214,7,436749,29757,2.9757,7,.,.,1341369,South Dakota,All beverages,unknown
1978,47,1,5989000,2461479,3508474,7016,0.7016,10,2908602,8463,0.8463,10,.,408,2443512,Tennessee,Spirits,unknown
1978,47,2,2826000,364554,3508474,1039,0.1039,10,2908602,1253,0.1253,10,.,132,373032,Tennessee,Wine,unknown
1978,47,3,87522000,3938490,3508474,11226,1.1226,8,2908602,13541,1.3541,9,.,48,4201056,Tennessee,Beer,unknown
1978,47,4,.,6764523,3508474,19281,1.9281,9,2908602,23257,2.3257,9,.,.,7017600,Tennessee,All beverages,unknown
1978,48,1,20516000,8432076,10331034,8162,0.8162,8,8472663,9952,0.9952,8,.,415,8514140,Texas,Spirits,unknown
1978,48,2,11131000,1435899,10331034,1390,0.139,9,8472663,1695,0.1695,9,.,130,1447030,Texas,Wine,unknown
1978,48,3,376924000,16961580,10331034,16418,1.6418,2,8472663,20019,2.0019,2,.,48,18092352,Texas,Beer,unknown
1978,48,4,.,26829555,10331034,25970,2.597,6,8472663,31666,3.1666,6,.,.,28053522,Texas,All beverages,unknown
1978,49,1,1388000,570468,968968,5887,0.5887,10,773543,7375,0.7375,10,.,381,528828,Utah,Spirits,unknown
1978,49,2,1054000,135966,968968,1403,0.1403,8,773543,1758,0.1758,8,.,129,135966,Utah,Wine,unknown
1978,49,3,19957000,898065,968968,9268,0.9268,10,773543,11610,1.161,10,.,48,957936,Utah,Beer,unknown
1978,49,4,.,1604499,968968,16559,1.6559,10,773543,20742,2.0742,10,.,.,1622730,Utah,All beverages,unknown
1978,50,1,1468000,603348,387668,15564,1.5564,1,316974,19035,1.9035,1,.,406,596008,Vermont,Spirits,unknown
1978,50,2,1378000,177762,387668,4585,0.4585,2,316974,5608,0.5608,2,.,126,173628,Vermont,Wine,unknown
1978,50,3,12957000,583065,387668,15040,1.504,2,316974,18395,1.8395,2,.,48,621936,Vermont,Beer,unknown
1978,50,4,.,1364175,387668,35189,3.5189,1,316974,43037,4.3037,1,.,.,1391572,Vermont,All beverages,unknown
1978,51,1,9005000,3701055,4156199,8905,0.8905,7,3426893,10800,1.08,7,.,411,3701055,Virginia,Spirits,unknown
1978,51,2,6677000,861333,4156199,2072,0.2072,6,3426893,2513,0.2513,6,.,127,847979,Virginia,Wine,unknown
1978,51,3,110713000,4982085,4156199,11987,1.1987,7,3426893,14538,1.4538,7,.,48,5314224,Virginia,Beer,unknown
1978,51,4,.,9544473,4156199,22964,2.2964,8,3426893,27852,2.7852,8,.,.,9863258,Virginia,All beverages,unknown
1978,53,1,7967000,3274437,3049916,10736,1.0736,5,2543545,12874,1.2874,6,.,410,3266470,Washington,Spirits,unknown
1978,53,2,11120000,1434480,3049916,4703,0.4703,2,2543545,5640,0.564,2,.,126,1401120,Washington,Wine,unknown
1978,53,3,92335000,4155075,3049916,13624,1.3624,5,2543545,16336,1.6336,5,.,48,4432080,Washington,Beer,unknown
1978,53,4,.,8863992,3049916,29063,2.9063,4,2543545,34849,3.4849,4,.,.,9099670,Washington,All beverages,unknown
1978,54,1,2784000,1144224,1501708,7619,0.7619,9,1256410,9107,0.9107,9,.,412,1147008,West Virginia,Spirits,unknown
1978,54,2,1004000,129516,1501708,862,0.0862,10,1256410,1031,0.1031,10,.,138,138552,West Virginia,Wine,unknown
1978,54,3,31186000,1403370,1501708,9345,0.9345,10,1256410,11170,1.117,10,.,48,1496928,West Virginia,Beer,unknown
1978,54,4,.,2677110,1501708,17827,1.7827,10,1256410,21308,2.1308,10,.,.,2782488,West Virginia,All beverages,unknown
1978,55,1,10617000,4363587,3622773,12045,1.2045,4,2962748,14728,1.4728,3,.,401,4257417,Wisconsin,Spirits,unknown
1978,55,2,7868000,1014972,3622773,2802,0.2802,5,2962748,3426,0.3426,5,.,130,1022840,Wisconsin,Wine,unknown
1978,55,3,147353000,6630885,3622773,18303,1.8303,1,2962748,22381,2.2381,1,.,48,7072944,Wisconsin,Beer,unknown
1978,55,4,.,12009444,3622773,33150,3.315,2,2962748,40535,4.0535,2,.,.,12353201,Wisconsin,All beverages,unknown
1978,56,1,1080000,443880,328651,13506,1.3506,2,270285,16423,1.6423,2,.,403,435240,Wyoming,Spirits,unknown
1978,56,2,563000,72627,328651,2210,0.221,6,270285,2687,0.2687,6,.,127,71501,Wyoming,Wine,unknown
1978,56,3,13192000,593640,328651,18063,1.8063,1,270285,21963,2.1963,1,.,48,633216,Wyoming,Beer,unknown
1978,56,4,.,1110147,328651,33779,3.3779,2,270285,41073,4.1073,2,.,.,1139957,Wyoming,All beverages,unknown
1978,91,1,105108000,43199388,39261844,11003,1.1003,.,32831309,13158,1.3158,.,.,406,42673848,Northeast Region,Spirits,unknown
1978,91,2,110727000,14283783,39261844,3638,0.3638,.,32831309,4351,0.4351,.,.,134,14837418,Northeast Region,Wine,unknown
1978,91,3,1101684000,49575780,39261844,12627,1.2627,.,32831309,15100,1.51,.,.,48,52880832,Northeast Region,Beer,unknown
1978,91,4,.,107058951,39261844,27268,2.7268,.,32831309,32609,3.2609,.,.,.,110392098,Northeast Region,All beverages,unknown
1978,92,1,106315000,43695465,45777018,9545,0.9545,.,37698539,11591,1.1591,.,.,406,43163890,Midwest Region,Spirits,unknown
1978,92,2,79089000,10202481,45777018,2229,0.2229,.,37698539,2706,0.2706,.,.,132,10439748,Midwest Region,Wine,unknown
1978,92,3,1369770000,61639650,45777018,13465,1.3465,.,37698539,16351,1.6351,.,.,48,65748960,Midwest Region,Beer,unknown
1978,92,4,.,115537596,45777018,25239,2.5239,.,37698539,30648,3.0648,.,.,.,119352598,Midwest Region,All beverages,unknown
1978,93,1,138243000,56817873,56881370,9989,0.9989,.,46956489,12100,1.21,.,.,411,56817873,South Region,Spirits,unknown
1978,93,2,84058000,10843482,56881370,1906,0.1906,.,46956489,2309,0.2309,.,.,132,11095656,South Region,Wine,unknown
1978,93,3,1574568000,70855560,56881370,12457,1.2457,.,46956489,15090,1.509,.,.,48,75579264,South Region,Beer,unknown
1978,93,4,.,138516915,56881370,24352,2.4352,.,46956489,29499,2.9499,.,.,.,143492793,South Region,All beverages,unknown
1978,94,1,97145000,39926595,32346325,12343,1.2343,.,26853209,14868,1.4868,.,.,405,39343725,West Region,Spirits,unknown
1978,94,2,137838000,17781102,32346325,5497,0.5497,.,26853209,6622,0.6622,.,.,126,17367588,West Region,Wine,unknown
1978,94,3,1002398000,45107910,32346325,13945,1.3945,.,26853209,16798,1.6798,.,.,48,48115104,West Region,Beer,unknown
1978,94,4,.,102815607,32346325,31786,3.1786,.,26853209,38288,3.8288,.,.,.,104826417,West Region,All beverages,unknown
1978,99,1,446811000,183639321,174266557,10538,1.0538,.,144339546,12723,1.2723,.,.,407,181852077,United States,Spirits,unknown
1978,99,2,411712000,53110848,174266557,3048,0.3048,.,144339546,3680,0.368,.,.,130,53522560,United States,Wine,unknown
