Year (4-digit calendar year),"Geographic ID code (FIPS code, see specification below)",Type of beverage (see specification below),Gallons of beverage,Gallons of ethanol (absolute alcohol),Population (age 14 and older),Gallons of ethanol per capita age 14 and older,Gallons of ethanol per capita (14+),Decile for per capita consumption age 14 and older,Population (age 21 and older),Gallons of ethanol per capita age 21 and older,Gallons of ethanol per capita (21+),Decile for per capita consumption age 21 and older,Type of data source,Time-varying alcohol by volume (ABV),Gallons of ethanol derived from time-varying ABV,State_Region,Type of Beverage,Source
1993,53,1,7048815,2897063,4176270,6937,0.6937,6,3687871,7856,0.7856,6,.,387,2727891,Washington,Spirits,unknown
1993,53,2,12714122,1640122,4176270,3927,0.3927,2,3687871,4447,0.4447,2,.,106,1347697,Washington,Wine,unknown
1993,53,3,110142000,4956390,4176270,11868,1.1868,7,3687871,13440,1.344,7,.,47,5176674,Washington,Beer,unknown
1993,53,4,.,9493575,4176270,22732,2.2732,5,3687871,25743,2.5743,5,.,.,9252262,Washington,All beverages,unknown
1993,54,1,1461913,600846,1495150,4019,0.4019,10,1301608,4616,0.4616,10,.,388,567222,West Virginia,Spirits,unknown
1993,54,2,968000,124872,1495150,835,0.0835,10,1301608,959,0.0959,10,.,105,101640,West Virginia,Wine,unknown
1993,54,3,39333609,1770012,1495150,11838,1.1838,7,1301608,13599,1.3599,7,.,46,1809346,West Virginia,Beer,unknown
1993,54,4,.,2495730,1495150,16692,1.6692,10,1301608,19174,1.9174,10,.,.,2478208,West Virginia,All beverages,unknown
1993,55,1,8777297,3607469,4036512,8937,0.8937,2,3541384,10187,1.0187,2,.,371,3256377,Wisconsin,Spirits,unknown
1993,55,2,7032000,907128,4036512,2247,0.2247,6,3541384,2562,0.2562,6,.,108,759456,Wisconsin,Wine,unknown
1993,55,3,142568953,6415603,4036512,15894,1.5894,1,3541384,18116,1.8116,1,.,47,6700741,Wisconsin,Beer,unknown
1993,55,4,.,10930200,4036512,27078,2.7078,1,3541384,30864,3.0864,1,.,.,10716574,Wisconsin,All beverages,unknown
1993,56,1,768210,315734,367234,8598,0.8598,2,314022,10055,1.0055,2,.,366,281165,Wyoming,Spirits,unknown
1993,56,2,545000,70305,367234,1914,0.1914,7,314022,2239,0.2239,7,.,104,56680,Wyoming,Wine,unknown
1993,56,3,11401000,513045,367234,13971,1.3971,3,314022,16338,1.6338,3,.,45,513045,Wyoming,Beer,unknown
1993,56,4,.,899084,367234,24483,2.4483,3,314022,28631,2.8631,3,.,.,850890,Wyoming,All beverages,unknown
1993,91,1,69527361,28575746,41806172,6835,0.6835,.,37239140,7674,0.7674,.,.,374,26003233,Northeast Region,Spirits,unknown
1993,91,2,110129398,14206692,41806172,3398,0.3398,.,37239140,3815,0.3815,.,.,109,12004104,Northeast Region,Wine,unknown
1993,91,3,1046922316,47111504,41806172,11269,1.1269,.,37239140,12651,1.2651,.,.,46,48158427,Northeast Region,Beer,unknown
1993,91,4,.,89893942,41806172,21503,2.1503,.,37239140,24140,2.414,.,.,.,86165764,Northeast Region,All beverages,unknown
1993,92,1,79513831,32680186,48845719,6690,0.669,.,42864134,7624,0.7624,.,.,365,29022548,Midwest Region,Spirits,unknown
1993,92,2,81501131,10513646,48845719,2152,0.2152,.,42864134,2453,0.2453,.,.,110,8965124,Midwest Region,Wine,unknown
1993,92,3,1408922535,63401515,48845719,12980,1.298,.,42864134,14791,1.4791,.,.,46,64810437,Midwest Region,Beer,unknown
1993,92,4,.,106595347,48845719,21823,2.1823,.,42864134,24868,2.4868,.,.,.,102798109,Midwest Region,All beverages,unknown
1993,93,1,115137172,47321379,71791198,6592,0.6592,.,62993399,7512,0.7512,.,.,381,43867263,South Region,Spirits,unknown
1993,93,2,120145162,15498727,71791198,2159,0.2159,.,62993399,2460,0.246,.,.,107,12855532,South Region,Wine,unknown
1993,93,3,2118068971,95313103,71791198,13276,1.3276,.,62993399,15131,1.5131,.,.,46,97431173,South Region,Beer,unknown
1993,93,4,.,158133209,71791198,22027,2.2027,.,62993399,25103,2.5103,.,.,.,154153968,South Region,All beverages,unknown
1993,94,1,76816616,31571630,43986588,7178,0.7178,.,38647470,8169,0.8169,.,.,373,28652598,West Region,Spirits,unknown
1993,94,2,141799116,18292086,43986588,4159,0.4159,.,38647470,4733,0.4733,.,.,107,15172505,West Region,Wine,unknown
1993,94,3,1229038406,55306728,43986588,12574,1.2574,.,38647470,14311,1.4311,.,.,46,56535767,West Region,Beer,unknown
1993,94,4,.,105170444,43986588,23910,2.391,.,38647470,27213,2.7213,.,.,.,100360870,West Region,All beverages,unknown
1993,99,1,340994980,140148941,206429677,6789,0.6789,.,181744143,7711,0.7711,.,.,373,127191128,United States,Spirits,unknown
1993,99,2,453574807,58511151,206429677,2834,0.2834,.,181744143,3219,0.3219,.,.,108,48986079,United States,Wine,unknown
1993,99,3,5802952228,261132850,206429677,12650,1.265,.,181744143,14368,1.4368,.,.,46,266935802,United States,Beer,unknown
1993,99,4,.,459792942,206429677,22274,2.2274,.,181744143,25299,2.5299,.,.,.,443113009,United States,All beverages,unknown
1994,1,1,4464377,1834859,3418340,5368,0.5368,8,2972928,6172,0.6172,8,.,394,1758965,Alabama,Spirits,unknown
1994,1,2,4377794,564735,3418340,1652,0.1652,8,2972928,1900,0.19,8,.,108,472802,Alabama,Wine,unknown
1994,1,3,88358187,3976118,3418340,11632,1.1632,8,2972928,13374,1.3374,8,.,46,4064477,Alabama,Beer,unknown
1994,1,4,.,6375712,3418340,18651,1.8651,9,2972928,21446,2.1446,9,.,.,6296244,Alabama,All beverages,unknown
1994,2,1,1206056,495689,452497,10955,1.0955,1,391464,12662,1.2662,1,.,346,417295,Alaska,Spirits,unknown
1994,2,2,1389781,179282,452497,3962,0.3962,2,391464,4580,0.458,2,.,111,154266,Alaska,Wine,unknown
