Year,State_Region,Type of Beverage,Gallons of beverage,Gallons of ethanol,Population (age 14 and older),Gallons of ethanol per capita age 14 and older,Population (age 21 and older),Gallons of ethanol per capita age 21 and older
1976,Wyoming,All beverages,13.425,0.999215,0.300116,33294,0.244129,40930
1977,Alabama,All beverages,70.951,5.560137,2.903058,19153,2.370019,23460
1977,Alaska,All beverages,10.008,0.976872,0.29594,33009,0.235329,41511
1977,Arizona,All beverages,75.38300000000001,5.423913,1.858477,29185,1.522393,35628
1977,Arkansas,All beverages,37.756,2.738442,1.705685,16055,1.411303,19404
1977,California,All beverages,646.192,56.189952,17.61182,31905,14.630362,38406
1977,Colorado,All beverages,77.096,6.18402,2.095173,29516,1.712929,36102
1977,Connecticut,All beverages,71.65700000000001,6.453297,2.440455,26443,2.032678,31748
1977,Delaware,All beverages,15.648,1.319982,0.461923,28576,0.374109,35283
1977,District of Columbia,All beverages,24.866999999999997,3.014121,0.561538,53676,0.470406,64075
1977,Florida,All beverages,244.152,21.373386,7.151647,29886,6.068925,35218
1977,Georgia,All beverages,107.649,9.439395,3.97775,23730,3.245322,29086
1977,Hawaii,All beverages,28.485999999999997,2.208324,0.709315,31133,0.580204,38061
1977,Idaho,All beverages,23.972,1.629618,0.660751,24663,0.536414,30380
1977,Illinois,All beverages,307.965,25.065303,8.880063,28226,7.327594,34207
1977,Indiana,All beverages,116.78699999999999,8.470725,4.17204,20304,3.413364,24816
1977,Iowa,All beverages,73.233,4.947603,2.276107,21737,1.872856,26417
1977,Kansas,All beverages,50.908,3.477102,1.829854,19002,1.507994,23058
1977,Kentucky,All beverages,77.515,5.439507,2.753183,19757,2.254014,24133
1977,Louisiana,All beverages,98.169,7.599111,3.021978,25146,2.431178,31257
1977,Maine,All beverages,29.338,2.226654,0.857302,25973,0.705631,31556
1977,Maryland,All beverages,117.179,9.917661,3.256315,30457,2.675072,37074
1977,Massachusetts,All beverages,164.112,13.585206,4.566474,29750,3.77542,35983
1977,Michigan,All beverages,256.352,19.039758,7.023989,27107,5.71201,33333
1977,Minnesota,All beverages,103.501,8.264697,3.091397,26735,2.51757,32828
1977,Mississippi,All beverages,47.753,3.639807,1.842886,19751,1.47939,24603
1977,Missouri,All beverages,117.30699999999999,8.565717,3.823425,22403,3.15815,27123
1977,Montana,All beverages,26.6,1.854426,0.595598,31136,0.485576,38190
1977,Nebraska,All beverages,43.74,3.089214,1.214342,25439,0.997865,30958
1977,Nevada,All beverages,31.198,3.349884,0.529997,63206,0.442256,75745
1977,New Hampshire,All beverages,35.081,3.523851,0.673655,52309,0.556155,63361
1977,New Jersey,All beverages,182.11599999999999,15.521736,5.776121,26872,4.831345,32127
1977,New Mexico,All beverages,37.033,2.619681,0.910168,28782,0.725703,36099
1977,New York,All beverages,454.28499999999997,38.785155,14.12471,27459,11.823396,32804
1977,North Carolina,All beverages,111.783,8.770875,4.421318,19838,3.621298,24220
1977,North Dakota,All beverages,17.13,1.32636,0.505892,26218,0.408756,32449
1977,Ohio,All beverages,241.41500000000002,17.011617,8.364047,20339,6.876032,24740
1977,Oklahoma,All beverages,58.617000000000004,4.365333,2.244236,19451,1.857692,23499
1977,Oregon,All beverages,66.65,5.171778,1.91697,26979,1.603343,32256
1977,Pennsylvania,All beverages,312.82800000000003,21.52203,9.463689,22742,7.892753,27268
1977,Rhode Island,All beverages,27.351,2.176941,0.759862,28649,0.630526,34526
1977,South Carolina,All beverages,65.834,5.42241,2.285629,23724,1.843538,29413
1977,South Dakota,All beverages,15.799,1.275855,0.533911,23896,0.432096,29527
1977,Tennessee,All beverages,90.347,6.387921,3.441941,18559,2.847098,22437
1977,Texas,All beverages,384.105,25.201329,10.04749,25082,8.202215,30725
1977,Utah,All beverages,21.842,1.54062,0.938311,16419,0.742823,20740
1977,Vermont,All beverages,14.511,1.284147,0.379952,33798,0.309769,41455
1977,Virginia,All beverages,121.254,9.236946,4.060738,22747,3.33143,27727
1977,Washington,All beverages,105.45700000000001,8.381421,2.945691,28453,2.443054,34307
1977,West Virginia,All beverages,35.108000000000004,2.669916,1.485147,17977,1.237958,21567
1977,Wisconsin,All beverages,162.918,12.050958,3.580767,33655,2.916692,41317
1977,Wyoming,All beverages,13.863999999999999,1.029996,0.312816,32927,0.255299,40345
1978,Alabama,All beverages,71.518,5.69094,2.960699,19222,2.42792,23440
1978,Alaska,All beverages,11.514,1.051506,0.299375,35123,0.240678,43689
1978,Arizona,All beverages,81.655,5.896485,1.939465,30403,1.599186,36872
1978,Arkansas,All beverages,41.052,3.069768,1.741017,17632,1.444678,21249
1978,California,All beverages,683.775,59.414487,18.103569,32819,15.103503,39338
1978,Colorado,All beverages,92.137,7.483989,2.162953,34601,1.779971,42046
1978,Connecticut,All beverages,74.491,6.635175,2.467397,26891,2.06149,32186
1978,Delaware,All beverages,15.956999999999999,1.336395,0.468341,28535,0.381232,35055
1978,District of Columbia,All beverages,25.199,2.971341,0.557107,53335,0.467529,63554
1978,Florida,All beverages,263.971,22.678209,7.398595,30652,6.310415,35938
1978,Georgia,All beverages,116.193,10.060569,4.0635,24758,3.328395,30226
1978,Hawaii,All beverages,26.083,2.188347,0.725334,30170,0.597457,36628
1978,Idaho,All beverages,24.79,1.700712,0.681247,24965,0.556433,30565
1978,Illinois,All beverages,316.176,25.308516,8.955607,28260,7.417271,34121
1978,Indiana,All beverages,124.04700000000001,8.956743,4.234794,21150,3.476596,25763
1978,Iowa,All beverages,76.542,5.106912,2.292991,22272,1.893287,26974
1978,Kansas,All beverages,51.878,3.54024,1.850427,19132,1.532541,23100
1978,Kentucky,All beverages,71.459,5.239995,2.794605,18750,2.29584,22824
1978,Louisiana,All beverages,104.11600000000001,8.033952,3.084443,26047,2.492211,32236
1978,Maine,All beverages,28.78,2.2416,0.870956,25737,0.719436,31158
1978,Maryland,All beverages,121.708,10.17837,3.298252,30860,2.721187,37404
1978,Massachusetts,All beverages,170.14000000000001,14.045646,4.607478,30484,3.820187,36767
1978,Michigan,All beverages,258.286,19.468572,7.110302,27381,5.812395,33495
1978,Minnesota,All beverages,106.215,8.491437,3.133436,27099,2.563687,33122
1978,Mississippi,All beverages,51.873999999999995,3.920076,1.874916,20908,1.511829,25929
1978,Missouri,All beverages,126.294,9.219504,3.864779,23855,3.204409,28771
1978,Montana,All beverages,27.131999999999998,1.879296,0.608751,30871,0.499555,37619
1978,Nebraska,All beverages,44.778000000000006,3.142266,1.226947,25610,1.012939,31021
1978,Nevada,All beverages,33.364000000000004,3.47469,0.566947,61288,0.475335,73100
1978,New Hampshire,All beverages,37.882,3.731796,0.696249,53599,0.57605,64783
1978,New Jersey,All beverages,186.279,15.685845,5.831475,26899,4.892539,32061
1978,New Mexico,All beverages,38.703,2.732193,0.93281,29290,0.749602,36449
1978,New York,All beverages,457.502,39.223998,14.118431,27782,11.841083,33125
1978,North Carolina,All beverages,118.072,9.2109,4.511415,20417,3.710593,24823
1978,North Dakota,All beverages,18.485,1.405503,0.509937,27562,0.414718,33891
1978,Ohio,All beverages,250.27,17.588808,8.438283,20844,6.971199,25231
1978,Oklahoma,All beverages,60.510999999999996,4.566651,2.288263,19957,1.901231,24019
1978,Oregon,All beverages,69.572,5.415264,1.978339,27373,1.664116,32541
1978,Pennsylvania,All beverages,318.217,21.840615,9.514538,22955,7.964946,27421
1978,Rhode Island,All beverages,28.424999999999997,2.290101,0.767652,29833,0.638604,35861
1978,South Carolina,All beverages,68.962,5.744088,2.342802,24518,1.898861,30250
1978,South Dakota,All beverages,16.365,1.299651,0.536742,24214,0.436749,29757
1978,Tennessee,All beverages,96.337,6.764523,3.508474,19281,2.908602,23257
1978,Texas,All beverages,408.57099999999997,26.829555,10.331034,25970,8.472663,31666
1978,Utah,All beverages,22.399,1.604499,0.968968,16559,0.773543,20742
1978,Vermont,All beverages,15.803,1.364175,0.387668,35189,0.316974,43037
1978,Virginia,All beverages,126.395,9.544473,4.156199,22964,3.426893,27852
1978,Washington,All beverages,111.422,8.863992,3.049916,29063,2.543545,34849
1978,West Virginia,All beverages,34.974,2.67711,1.501708,17827,1.25641,21308
1978,Wisconsin,All beverages,165.83800000000002,12.009444,3.622773,33150,2.962748,40535
1978,Wyoming,All beverages,14.835,1.110147,0.328651,33779,0.270285,41073
1979,Alabama,All beverages,72.778,5.695704,3.00212,18972,2.474325,23019
1979,Alaska,All beverages,12.101,1.068249,0.298427,35796,0.24726,43203
1979,Arizona,All beverages,88.69,6.416922,2.040213,31452,1.693692,37887
1979,Arkansas,All beverages,38.905,2.729937,1.769469,15428,1.473802,18523
1979,California,All beverages,726.577,61.490703,18.512861,33215,15.524416,39609
1979,Colorado,All beverages,96.248,7.64313,2.234914,34199,1.852999,41247
1979,Connecticut,All beverages,78.37,6.870702,2.491345,27578,2.090009,32874
1979,Delaware,All beverages,16.593,1.376331,0.471347,29200,0.386076,35649
1979,District of Columbia,All beverages,25.357999999999997,2.911656,0.549329,53004,0.462404,62968
1979,Florida,All beverages,283.094,24.141258,7.699406,31355,6.600821,36573
1979,Georgia,All beverages,120.34799999999998,10.185312,4.167806,24438,3.428206,29710
1979,Hawaii,All beverages,29.737000000000002,2.347233,0.746363,31449,0.619361,37898
1979,Idaho,All beverages,26.225,1.808049,0.696246,25969,0.573116,31548
1979,Illinois,All beverages,331.244,25.994166,8.988888,28918,7.480997,34747
1979,Indiana,All beverages,128.625,9.191373,4.280012,21475,3.529852,26039
1979,Iowa,All beverages,77.678,5.11062,2.299934,22221,1.908389,26780
1979,Kansas,All beverages,54.239,3.812199,1.86809,20407,1.556628,24490
1979,Kentucky,All beverages,74.637,5.414091,2.831167,19123,2.335933,23177
1979,Louisiana,All beverages,106.64699999999999,8.241591,3.153027,26139,2.559618,32199
1979,Maine,All beverages,29.016,2.289216,0.883189,25920,0.732979,31232
1979,Maryland,All beverages,124.784,10.405932,3.329877,31250,2.762159,37673
1979,Massachusetts,All beverages,173.68,14.25756,4.647388,30679,3.868078,36860
1979,Michigan,All beverages,249.979,19.025007,7.18791,26468,5.911771,32182
1979,Minnesota,All beverages,111.23,8.814348,3.177489,27740,2.615537,33700
1979,Mississippi,All beverages,51.604,3.801306,1.897622,20032,1.538088,24714
1979,Missouri,All beverages,132.327,9.441411,3.89844,24218,3.247773,29070
1979,Montana,All beverages,28.47,2.018328,0.614286,32856,0.508544,39688
1979,Nebraska,All beverages,45.975,3.191103,1.233885,25862,1.02436,31152
1979,Nevada,All beverages,36.048,3.542778,0.607218,58344,0.511893,69209
1979,New Hampshire,All beverages,38.628,3.650184,0.71511,51044,0.593477,61505
1979,New Jersey,All beverages,190.056,15.948336,5.884711,27101,4.956284,32178
1979,New Mexico,All beverages,40.117999999999995,2.837226,0.974955,29101,0.789896,35919
1979,New York,All beverages,469.528,39.935172,14.13392,28255,11.886363,33597
1979,North Carolina,All beverages,122.403,9.574749,4.585775,20879,3.790369,25261
1979,North Dakota,All beverages,18.642,1.39635,0.512856,27227,0.420399,33215
1979,Ohio,All beverages,281.603,19.059681,8.482426,22470,7.049449,27037
1979,Oklahoma,All beverages,60.046,4.523496,2.337064,19355,1.950406,23193
1979,Oregon,All beverages,73.732,5.643144,2.035359,27726,1.722529,32761
1979,Pennsylvania,All beverages,331.08799999999997,22.408116,9.575183,23402,8.050108,27836
1979,Rhode Island,All beverages,29.281,2.304249,0.772868,29814,0.644926,35729
1979,South Carolina,All beverages,72.00200000000001,5.869026,2.39098,24547,1.948478,30121
1979,South Dakota,All beverages,16.754,1.311972,0.537561,24406,0.440399,29791
1979,Tennessee,All beverages,96.824,6.857256,3.587482,19114,2.987204,22955
1979,Texas,All beverages,435.10999999999996,28.538046,10.659118,26773,8.787104,32477
1979,Utah,All beverages,23.423,1.682649,1.001056,16809,0.80596,20878
1979,Vermont,All beverages,16.318,1.369602,0.395958,34590,0.324994,42142
1979,Virginia,All beverages,131.036,9.964614,4.213435,23650,3.495855,28504
1979,Washington,All beverages,117.584,9.307446,3.161306,29442,2.653495,35076
1979,West Virginia,All beverages,35.42,2.694732,1.519928,17729,1.276657,21108
1979,Wisconsin,All beverages,175.48999999999998,12.468372,3.672935,33947,3.019125,41298
1979,Wyoming,All beverages,15.937000000000001,1.167435,0.344673,33871,0.285327,40916
1980,Alabama,All beverages,73.5,5.631894,3.031598,18577,2.511678,22423
1980,Alaska,All beverages,12.762,1.126578,0.303164,37161,0.250497,44974
1980,Arizona,All beverages,90.634,6.425574,2.136149,30080,1.78563,35985
1980,Arkansas,All beverages,44.475,3.232971,1.786462,18097,1.493887,21641
1980,California,All beverages,757.358,63.828048,18.992071,33608,16.033575,39809
1980,Colorado,All beverages,94.978,7.63464,2.294708,33271,1.922208,39718
1980,Connecticut,All beverages,75.01599999999999,6.782832,2.523757,26876,2.125349,31914
1980,Delaware,All beverages,17.862000000000002,1.474002,0.473757,31113,0.391596,37641
1980,District of Columbia,All beverages,25.586,2.894424,0.534599,54142,0.454836,63637
1980,Florida,All beverages,303.627,25.775631,8.095635,31839,6.971059,36975
1980,Georgia,All beverages,117.616,9.923718,4.25075,23346,3.516918,28217
1980,Hawaii,All beverages,32.521,2.499675,0.757009,33020,0.633994,39427
1980,Idaho,All beverages,26.934,1.83342,0.706908,25936,0.585876,31294
1980,Illinois,All beverages,335.799,26.980329,9.015639,29926,7.5469,35750
1980,Indiana,All beverages,133.87,9.4416,4.280602,22057,3.553802,26568
1980,Iowa,All beverages,78.15799999999999,5.170884,2.298504,22497,1.918022,26959
1980,Kansas,All beverages,55.515,3.664083,1.878526,19505,1.578092,23218
1980,Kentucky,All beverages,75.637,5.454303,2.853885,19112,2.366622,23047
1980,Louisiana,All beverages,114.82499999999999,8.684679,3.218558,26983,2.627441,33054
1980,Maine,All beverages,30.305,2.369067,0.890134,26615,0.742495,31907
1980,Maryland,All beverages,125.713,10.432119,3.383736,30830,2.823678,36945
1980,Massachusetts,All beverages,182.734,14.8593,4.675582,31781,3.917011,37935
1980,Michigan,All beverages,248.87099999999998,19.105959,7.21128,26495,5.970392,32001
1980,Minnesota,All beverages,115.277,9.153927,3.21754,28450,2.669388,34292
1980,Mississippi,All beverages,53.396,3.987228,1.911148,20863,1.555629,25631
1980,Missouri,All beverages,135.181,9.524697,3.909487,24363,3.278994,29048
1980,Montana,All beverages,28.005,1.966227,0.613715,32038,0.51172,38424
1980,Nebraska,All beverages,47.236000000000004,3.251106,1.2351,26323,1.033301,31463
1980,Nevada,All beverages,38.17,3.720504,0.647551,57455,0.549367,67723
1980,New Hampshire,All beverages,39.257,3.679443,0.733126,50188,0.611871,60134
1980,New Jersey,All beverages,199.026,16.729818,5.933602,28195,5.009562,33396
1980,New Mexico,All beverages,41.29,2.945142,0.99307,29657,0.811535,36291
1980,New York,All beverages,491.37,41.138004,14.152685,29067,11.945101,34439
1980,North Carolina,All beverages,131.088,10.05495,4.665179,21553,3.879201,25920
1980,North Dakota,All beverages,19.301,1.438521,0.509807,28217,0.421251,34149
1980,Ohio,All beverages,291.78200000000004,19.748148,8.493276,23252,7.107398,27785
1980,Oklahoma,All beverages,64.045,4.636377,2.390679,19394,2.00676,23104
1980,Oregon,All beverages,76.331,5.873217,2.090037,28101,1.77875,33019
1980,Pennsylvania,All beverages,341.808,22.876962,9.587812,23860,8.096702,28255
1980,Rhode Island,All beverages,30.404000000000003,2.417154,0.772815,31277,0.648263,37287
1980,South Carolina,All beverages,75.267,5.954757,2.431509,24490,1.992766,29882
1980,South Dakota,All beverages,17.671,1.372053,0.536643,25567,0.44301,30971
1980,Tennessee,All beverages,98.251,6.943221,3.631477,19120,3.038718,22849
1980,Texas,All beverages,470.444,30.609234,11.031476,27747,9.155156,33434
1980,Utah,All beverages,24.531000000000002,1.749975,1.029277,17002,0.837988,20883
1980,Vermont,All beverages,15.734000000000002,1.333758,0.404909,32940,0.334616,39859
1980,Virginia,All beverages,134.39600000000002,10.179768,4.279185,23789,3.575302,28472
1980,Washington,All beverages,132.113,10.196223,3.290602,30986,2.779468,36684
1980,West Virginia,All beverages,37.841,2.771115,1.528386,18131,1.2877,21520
1980,Wisconsin,All beverages,180.85000000000002,12.826434,3.712554,34549,3.07163,41758
1980,Wyoming,All beverages,16.536,1.221636,0.358673,34060,0.299084,40846
1981,Alabama,All beverages,77.45400000000001,5.850492,3.05553,19147,2.547715,22964
1981,Alaska,All beverages,14.408000000000001,1.260084,0.313146,40240,0.260166,48434
1981,Arizona,All beverages,98.79,7.013298,2.202308,31845,1.856768,37772
1981,Arkansas,All beverages,46.925,3.344997,1.794245,18643,1.50813,22180
1981,California,All beverages,779.664,64.95774,19.398259,33486,16.486376,39401
1981,Colorado,All beverages,99.91900000000001,7.798563,2.351115,33170,1.986857,39251
1981,Connecticut,All beverages,75.43900000000001,6.812925,2.551002,26707,2.156108,31598
1981,Delaware,All beverages,18.883,1.543905,0.476623,32393,0.397172,38872
1981,District of Columbia,All beverages,25.72,2.898282,0.534819,54192,0.458969,63148
1981,Florida,All beverages,341.754,27.770976,8.403671,33046,7.272816,38185
1981,Georgia,All beverages,123.796,10.297644,4.328797,23789,3.602829,28582
1981,Hawaii,All beverages,34.426,2.562312,0.766346,33435,0.647005,39603
1981,Idaho,All beverages,27.699,1.924551,0.716267,26869,0.597332,32219
1981,Illinois,All beverages,337.867,26.301585,9.03261,29118,7.603864,34590
1981,Indiana,All beverages,136.5,9.61005,4.283084,22437,3.580726,26838
1981,Iowa,All beverages,79.61699999999999,5.197581,2.295529,22642,1.929614,26936
1981,Kansas,All beverages,56.692,3.872886,1.88897,20503,1.601017,24190
1981,Kentucky,All beverages,79.431,5.691363,2.864705,19867,2.39083,23805
1981,Louisiana,All beverages,123.14999999999999,9.107676,3.269992,27852,2.686635,33900
1981,Maine,All beverages,29.037,2.309193,0.898492,25701,0.752981,30667
1981,Maryland,All beverages,126.09400000000001,10.494624,3.427173,30622,2.873836,36518
1981,Massachusetts,All beverages,183.44,14.969112,4.718178,31726,3.976827,37641
1981,Michigan,All beverages,247.76600000000002,18.929514,7.188017,26335,5.98599,31623
1981,Minnesota,All beverages,116.41900000000001,9.218265,3.243425,28421,2.713995,33966
