GeoFips,GeoName,Year,Per Capita Personal Income
44000,Rhode Island,1957,2110
45000,South Carolina,1957,1337
46000,South Dakota,1957,1737
47000,Tennessee,1957,1507
48000,Texas,1957,1913
49000,Utah,1957,1950
50000,Vermont,1957,1764
51000,Virginia,1957,1868
53000,Washington,1957,2371
54000,West Virginia,1957,1597
55000,Wisconsin,1957,2078
56000,Wyoming,1957,2234
91000,New England,1957,2359
92000,Mideast,1957,2438
93000,Great Lakes,1957,2299
94000,Plains,1957,1949
95000,Southeast,1957,1563
96000,Southwest,1957,1880
97000,Rocky Mountain,1957,2081
98000,Far West,1957,2580
0,United States,1959,2260
1000,Alabama,1959,1553
2000,Alaska,1959,3126
4000,Arizona,1959,2076
5000,Arkansas,1959,1436
6000,California,1959,2847
8000,Colorado,1959,2379
9000,Connecticut,1959,2769
10000,Delaware,1959,2793
11000,District of Columbia,1959,3106
12000,Florida,1959,2091
13000,Georgia,1959,1709
15000,Hawaii *,1959,2290
16000,Idaho,1959,1959
17000,Illinois,1959,2639
18000,Indiana,1959,2141
19000,Iowa,1959,2053
20000,Kansas,1959,2149
21000,Kentucky,1959,1621
22000,Louisiana,1959,1716
23000,Maine,1959,1924
24000,Maryland,1959,2402
25000,Massachusetts,1959,2468
26000,Michigan,1959,2334
27000,Minnesota,1959,2090
28000,Mississippi,1959,1275
29000,Missouri,1959,2196
30000,Montana,1959,2081
31000,Nebraska,1959,2112
32000,Nevada,1959,2932
33000,New Hampshire,1959,2198
34000,New Jersey,1959,2611
35000,New Mexico,1959,2022
36000,New York,1959,2750
37000,North Carolina,1959,1619
38000,North Dakota,1959,1757
39000,Ohio,1959,2331
40000,Oklahoma,1959,1919
41000,Oregon,1959,2322
42000,Pennsylvania,1959,2247
44000,Rhode Island,1959,2317
45000,South Carolina,1959,1448
46000,South Dakota,1959,1621
47000,Tennessee,1959,1640
48000,Texas,1959,2013
49000,Utah,1959,2054
50000,Vermont,1959,1879
51000,Virginia,1959,2006
53000,Washington,1959,2480
54000,West Virginia,1959,1633
55000,Wisconsin,1959,2237
56000,Wyoming,1959,2352
91000,New England,1959,2441
92000,Mideast,1959,2560
93000,Great Lakes,1959,2382
94000,Plains,1959,2089
95000,Southeast,1959,1695
96000,Southwest,1959,2004
97000,Rocky Mountain,1959,2198
98000,Far West,1959,2742
0,United States,1960,2321
1000,Alabama,1960,1585
2000,Alaska,1960,3521
4000,Arizona,1960,2162
5000,Arkansas,1960,1424
6000,California,1960,2931
8000,Colorado,1960,2461
9000,Connecticut,1960,2860
10000,Delaware,1960,2873
11000,District of Columbia,1960,3125
12000,Florida,1960,2105
13000,Georgia,1960,1749
15000,Hawaii *,1960,2516
16000,Idaho,1960,1961
17000,Illinois,1960,2698
18000,Indiana,1960,2223
19000,Iowa,1960,2085
20000,Kansas,1960,2211
21000,Kentucky,1960,1651
22000,Louisiana,1960,1715
23000,Maine,1960,2002
24000,Maryland,1960,2486
25000,Massachusetts,1960,2548
26000,Michigan,1960,2411
27000,Minnesota,1960,2182
28000,Mississippi,1960,1267
29000,Missouri,1960,2226
30000,Montana,1960,2137
31000,Nebraska,1960,2216
32000,Nevada,1960,3079
33000,New Hampshire,1960,2271
34000,New Jersey,1960,2712
35000,New Mexico,1960,2004
36000,New York,1960,2847
37000,North Carolina,1960,1666
38000,North Dakota,1960,1909
39000,Ohio,1960,2410
40000,Oklahoma,1960,1974
41000,Oregon,1960,2366
42000,Pennsylvania,1960,2305
44000,Rhode Island,1960,2358
45000,South Carolina,1960,1493
46000,South Dakota,1960,1940
47000,Tennessee,1960,1659
48000,Texas,1960,2020
49000,Utah,1960,2122
50000,Vermont,1960,1975
51000,Virginia,1960,2050
53000,Washington,1960,2539
54000,West Virginia,1960,1660
55000,Wisconsin,1960,2270
56000,Wyoming,1960,2382
91000,New England,1960,2520
92000,Mideast,1960,2643
93000,Great Lakes,1960,2451
94000,Plains,1960,2162
95000,Southeast,1960,1721
96000,Southwest,1960,2024
97000,Rocky Mountain,1960,2257
98000,Far West,1960,2829
0,United States,1962,2498
1000,Alabama,1962,1695
2000,Alaska,1962,3378
4000,Arizona,1962,2277
5000,Arkansas,1962,1600
6000,California,1962,3110
8000,Colorado,1962,2602
9000,Connecticut,1962,3108
10000,Delaware,1962,3014
11000,District of Columbia,1962,3438
12000,Florida,1962,2209
13000,Georgia,1962,1901
15000,Hawaii *,1962,2750
16000,Idaho,1962,2150
17000,Illinois,1962,2907
18000,Indiana,1962,2421
19000,Iowa,1962,2307
20000,Kansas,1962,2351
21000,Kentucky,1962,1844
22000,Louisiana,1962,1841
23000,Maine,1962,2067
24000,Maryland,1962,2727
25000,Massachusetts,1962,2773
26000,Michigan,1962,2561
27000,Minnesota,1962,2356
28000,Mississippi,1962,1397
29000,Missouri,1962,2407
30000,Montana,1962,2437
31000,Nebraska,1962,2386
32000,Nevada,1962,3369
33000,New Hampshire,1962,2464
34000,New Jersey,1962,2936
35000,New Mexico,1962,2124
36000,New York,1962,3055
37000,North Carolina,1962,1840
38000,North Dakota,1962,2441
39000,Ohio,1962,2539
40000,Oklahoma,1962,2054
41000,Oregon,1962,2542
42000,Pennsylvania,1962,2452
44000,Rhode Island,1962,2603
45000,South Carolina,1962,1658
46000,South Dakota,1962,2154
47000,Tennessee,1962,1815
48000,Texas,1962,2147
49000,Utah,1962,2326
50000,Vermont,1962,2139
51000,Virginia,1962,2248
53000,Washington,1962,2788
54000,West Virginia,1962,1800
55000,Wisconsin,1962,2423
56000,Wyoming,1962,2580
91000,New England,1962,2735
92000,Mideast,1962,2843
93000,Great Lakes,1962,2618
94000,Plains,1962,2358
95000,Southeast,1962,1876
96000,Southwest,1962,2143
97000,Rocky Mountain,1962,2449
98000,Far West,1962,3020
0,United States,1961,2383
1000,Alabama,1961,1616
2000,Alaska,1961,3347
4000,Arizona,1961,2210
5000,Arkansas,1961,1535
6000,California,1961,2986
8000,Colorado,1961,2540
9000,Connecticut,1961,2978
10000,Delaware,1961,2888
11000,District of Columbia,1961,3236
12000,Florida,1961,2130
13000,Georgia,1961,1799
15000,Hawaii *,1961,2661
16000,Idaho,1961,2035
17000,Illinois,1961,2792
18000,Indiana,1961,2264
19000,Iowa,1961,2207
20000,Kansas,1961,2275
21000,Kentucky,1961,1750
22000,Louisiana,1961,1770
23000,Maine,1961,1987
24000,Maryland,1961,2593
25000,Massachusetts,1961,2647
26000,Michigan,1961,2402
27000,Minnesota,1961,2263
28000,Mississippi,1961,1359
29000,Missouri,1961,2289
30000,Montana,1961,2090
31000,Nebraska,1961,2223
32000,Nevada,1961,3153
33000,New Hampshire,1961,2356
34000,New Jersey,1961,2777
35000,New Mexico,1961,2073
36000,New York,1961,2936
37000,North Carolina,1961,1729
38000,North Dakota,1961,1730
39000,Ohio,1961,2426
40000,Oklahoma,1961,2006
41000,Oregon,1961,2435
42000,Pennsylvania,1961,2342
44000,Rhode Island,1961,2457
45000,South Carolina,1961,1556
46000,South Dakota,1961,1924
47000,Tennessee,1961,1733
48000,Texas,1961,2092
49000,Utah,1961,2187
50000,Vermont,1961,2053
51000,Virginia,1961,2126
53000,Washington,1961,2640
54000,West Virginia,1961,1705
55000,Wisconsin,1961,2315
56000,Wyoming,1961,2461
91000,New England,1961,2612
92000,Mideast,1961,2715
93000,Great Lakes,1961,2489
94000,Plains,1961,2221
95000,Southeast,1961,1785
96000,Southwest,1961,2088
97000,Rocky Mountain,1961,2314
98000,Far West,1961,2894
0,United States,1964,2735
1000,Alabama,1964,1914
2000,Alaska,1964,3835
4000,Arizona,1964,2427
5000,Arkansas,1964,1799
6000,California,1964,3383
8000,Colorado,1964,2779
9000,Connecticut,1964,3336
10000,Delaware,1964,3302
11000,District of Columbia,1964,3827
12000,Florida,1964,2449
13000,Georgia,1964,2148
15000,Hawaii *,1964,3125
16000,Idaho,1964,2316
17000,Illinois,1964,3142
18000,Indiana,1964,2639
19000,Iowa,1964,2571
20000,Kansas,1964,2558
21000,Kentucky,1964,1990
22000,Louisiana,1964,2036
23000,Maine,1964,2309
24000,Maryland,1964,2974
25000,Massachusetts,1964,2980
26000,Michigan,1964,2904
27000,Minnesota,1964,2566
28000,Mississippi,1964,1590
29000,Missouri,1964,2616
30000,Montana,1964,2447
31000,Nebraska,1964,2491
32000,Nevada,1964,3388
33000,New Hampshire,1964,2635
34000,New Jersey,1964,3163
35000,New Mexico,1964,2260
36000,New York,1964,3351
37000,North Carolina,1964,2055
38000,North Dakota,1964,2220
39000,Ohio,1964,2781
40000,Oklahoma,1964,2256
41000,Oregon,1964,2773
42000,Pennsylvania,1964,2684
44000,Rhode Island,1964,2849
45000,South Carolina,1964,1845
46000,South Dakota,1964,2062
47000,Tennessee,1964,2016
48000,Texas,1964,2354
49000,Utah,1964,2492
50000,Vermont,1964,2340
51000,Virginia,1964,2559
53000,Washington,1964,2968
54000,West Virginia,1964,2019
55000,Wisconsin,1964,2619
56000,Wyoming,1964,2673
91000,New England,1964,2956
92000,Mideast,1964,3107
93000,Great Lakes,1964,2872
94000,Plains,1964,2536
95000,Southeast,1964,2100
96000,Southwest,1964,2339
97000,Rocky Mountain,1964,2594
98000,Far West,1964,3283
0,United States,1963,2589
1000,Alabama,1963,1782
2000,Alaska,1963,3518
4000,Arizona,1963,2315
5000,Arkansas,1963,1676
6000,California,1963,3211
8000,Colorado,1963,2673
9000,Connecticut,1963,3187
10000,Delaware,1963,3140
11000,District of Columbia,1963,3605
12000,Florida,1963,2299
13000,Georgia,1963,2024
15000,Hawaii *,1963,2949
16000,Idaho,1963,2230
17000,Illinois,1963,2989
18000,Indiana,1963,2509
19000,Iowa,1963,2455
20000,Kansas,1963,2420
21000,Kentucky,1963,1928
22000,Louisiana,1963,1944
23000,Maine,1963,2137
24000,Maryland,1963,2815
25000,Massachusetts,1963,2845
26000,Michigan,1963,2692
27000,Minnesota,1963,2486
28000,Mississippi,1963,1534
29000,Missouri,1963,2505
30000,Montana,1963,2406
31000,Nebraska,1963,2433
32000,Nevada,1963,3350
33000,New Hampshire,1963,2503
34000,New Jersey,1963,3008
35000,New Mexico,1963,2174
36000,New York,1963,3160
37000,North Carolina,1963,1921
38000,North Dakota,1963,2249
39000,Ohio,1963,2630
40000,Oklahoma,1963,2112
41000,Oregon,1963,2626
42000,Pennsylvania,1963,2530
44000,Rhode Island,1963,2703
45000,South Carolina,1963,1728
46000,South Dakota,1963,2081
47000,Tennessee,1963,1902
48000,Texas,1963,2219
49000,Utah,1963,2377
50000,Vermont,1963,2195
51000,Virginia,1963,2364
53000,Washington,1963,2841
54000,West Virginia,1963,1893
55000,Wisconsin,1963,2465
56000,Wyoming,1963,2616
91000,New England,1963,2811
92000,Mideast,1963,2935
93000,Great Lakes,1963,2710
94000,Plains,1963,2444
95000,Southeast,1963,1974
96000,Southwest,1963,2208
97000,Rocky Mountain,1963,2501
98000,Far West,1963,3118
0,United States,1965,2918
1000,Alabama,1965,2048
2000,Alaska,1965,4016
4000,Arizona,1965,2528
5000,Arkansas,1965,1902
6000,California,1965,3531
8000,Colorado,1965,2942
9000,Connecticut,1965,3514
10000,Delaware,1965,3561
11000,District of Columbia,1965,4129
12000,Florida,1965,2599
13000,Georgia,1965,2331
15000,Hawaii *,1965,3412
16000,Idaho,1965,2615
17000,Illinois,1965,3373
18000,Indiana,1965,2877
19000,Iowa,1965,2851
20000,Kansas,1965,2731
21000,Kentucky,1965,2150
22000,Louisiana,1965,2174
23000,Maine,1965,2482
24000,Maryland,1965,3144
25000,Massachusetts,1965,3148
26000,Michigan,1965,3156
27000,Minnesota,1965,2808
28000,Mississippi,1965,1722
29000,Missouri,1965,2828
30000,Montana,1965,2629
31000,Nebraska,1965,2761
32000,Nevada,1965,3480
33000,New Hampshire,1965,2787
34000,New Jersey,1965,3344
35000,New Mexico,1965,2383
36000,New York,1965,3531
37000,North Carolina,1965,2194
38000,North Dakota,1965,2584
39000,Ohio,1965,2970
40000,Oklahoma,1965,2424
41000,Oregon,1965,2933
42000,Pennsylvania,1965,2854
44000,Rhode Island,1965,3049
45000,South Carolina,1965,2024
46000,South Dakota,1965,2350
47000,Tennessee,1965,2182
48000,Texas,1965,2507
49000,Utah,1965,2599
50000,Vermont,1965,2530
51000,Virginia,1965,2729
53000,Washington,1965,3190
54000,West Virginia,1965,2171
55000,Wisconsin,1965,2788
56000,Wyoming,1965,2818
91000,New England,1965,3130
92000,Mideast,1965,3286
93000,Great Lakes,1965,3091
94000,Plains,1965,2777
95000,Southeast,1965,2255
96000,Southwest,1965,2488
97000,Rocky Mountain,1965,2766
98000,Far West,1965,3445
0,United States,1967,3328
1000,Alabama,1967,2311
2000,Alaska,1967,4545
4000,Arizona,1967,2879
5000,Arkansas,1967,2238
6000,California,1967,4001
8000,Colorado,1967,3294
9000,Connecticut,1967,4118
10000,Delaware,1967,3868
11000,District of Columbia,1967,4655
12000,Florida,1967,3007
13000,Georgia,1967,2750
15000,Hawaii *,1967,3915
16000,Idaho,1967,2808
17000,Illinois,1967,3801
18000,Indiana,1967,3170
19000,Iowa,1967,3105
20000,Kansas,1967,3075
21000,Kentucky,1967,2518
22000,Louisiana,1967,2576
23000,Maine,1967,2750
24000,Maryland,1967,3615
25000,Massachusetts,1967,3622
26000,Michigan,1967,3475
27000,Minnesota,1967,3211
28000,Mississippi,1967,2048
29000,Missouri,1967,3174
30000,Montana,1967,2895
31000,Nebraska,1967,3097
32000,Nevada,1967,3857
33000,New Hampshire,1967,3235
34000,New Jersey,1967,3810
35000,New Mexico,1967,2620
36000,New York,1967,4044
37000,North Carolina,1967,2588
38000,North Dakota,1967,2714
39000,Ohio,1967,3325
40000,Oklahoma,1967,2784
41000,Oregon,1967,3278
42000,Pennsylvania,1967,3279
44000,Rhode Island,1967,3546
45000,South Carolina,1967,2416
46000,South Dakota,1967,2662
47000,Tennessee,1967,2532
48000,Texas,1967,2934
49000,Utah,1967,2849
50000,Vermont,1967,2969
51000,Virginia,1967,3161
53000,Washington,1967,3689
54000,West Virginia,1967,2465
55000,Wisconsin,1967,3161
56000,Wyoming,1967,3184
91000,New England,1967,3619
92000,Mideast,1967,3761
93000,Great Lakes,1967,3453
94000,Plains,1967,3110
95000,Southeast,1967,2634
96000,Southwest,1967,2885
97000,Rocky Mountain,1967,3064
98000,Far West,1967,3908
0,United States,1966,3134
1000,Alabama,1966,2184
2000,Alaska,1966,4276
4000,Arizona,1966,2701
5000,Arkansas,1966,2109
6000,California,1966,3784
8000,Colorado,1966,3127
9000,Connecticut,1966,3797
10000,Delaware,1966,3687
11000,District of Columbia,1966,4344
12000,Florida,1966,2781
13000,Georgia,1966,2545
15000,Hawaii *,1966,3674
16000,Idaho,1966,2638
17000,Illinois,1966,3608
18000,Indiana,1966,3058
19000,Iowa,1966,3082
20000,Kansas,1966,2933
21000,Kentucky,1966,2345
22000,Louisiana,1966,2369
23000,Maine,1966,2632
24000,Maryland,1966,3377
25000,Massachusetts,1966,3369
26000,Michigan,1966,3379
27000,Minnesota,1966,3023
28000,Mississippi,1966,1879
29000,Missouri,1966,2993
30000,Montana,1966,2814
31000,Nebraska,1966,2995
32000,Nevada,1966,3656
33000,New Hampshire,1966,3031
34000,New Jersey,1966,3577
35000,New Mexico,1966,2517
36000,New York,1966,3768
37000,North Carolina,1966,2421
38000,North Dakota,1966,2623
39000,Ohio,1966,3200
40000,Oklahoma,1966,2585
41000,Oregon,1966,3107
42000,Pennsylvania,1966,3066
44000,Rhode Island,1966,3307
45000,South Carolina,1966,2251
46000,South Dakota,1966,2574
47000,Tennessee,1966,2387
48000,Texas,1966,2713
49000,Utah,1966,2727
50000,Vermont,1966,2808
51000,Virginia,1966,2923
53000,Washington,1966,3498
54000,West Virginia,1966,2318
55000,Wisconsin,1966,3016
56000,Wyoming,1966,2967
91000,New England,1966,3368
92000,Mideast,1966,3513
93000,Great Lakes,1966,3314
94000,Plains,1966,2974
95000,Southeast,1966,2449
96000,Southwest,1966,2679
97000,Rocky Mountain,1966,2913
98000,Far West,1966,3697
0,United States,1968,3617
1000,Alabama,1968,2536
2000,Alaska,1968,4790
4000,Arizona,1968,3233
5000,Arkansas,1968,2419
6000,California,1968,4334
8000,Colorado,1968,3539
9000,Connecticut,1968,4328
10000,Delaware,1968,4148
11000,District of Columbia,1968,4968
12000,Florida,1968,3355
13000,Georgia,1968,2986
15000,Hawaii *,1968,4338
16000,Idaho,1968,2971
17000,Illinois,1968,4055
18000,Indiana,1968,3419
19000,Iowa,1968,3335
20000,Kansas,1968,3321
21000,Kentucky,1968,2733
22000,Louisiana,1968,2805
23000,Maine,1968,2958
24000,Maryland,1968,3932
25000,Massachusetts,1968,3938
26000,Michigan,1968,3813
27000,Minnesota,1968,3493
28000,Mississippi,1968,2250
29000,Missouri,1968,3492
30000,Montana,1968,3040
31000,Nebraska,1968,3282
32000,Nevada,1968,4340
33000,New Hampshire,1968,3513
34000,New Jersey,1968,4135
35000,New Mexico,1968,2854
36000,New York,1968,4435
37000,North Carolina,1968,2825
38000,North Dakota,1968,2864
39000,Ohio,1968,3633
40000,Oklahoma,1968,3032
41000,Oregon,1968,3524
42000,Pennsylvania,1968,3546
44000,Rhode Island,1968,3820
45000,South Carolina,1968,2656
46000,South Dakota,1968,2861
47000,Tennessee,1968,2809
48000,Texas,1968,3203
49000,Utah,1968,3024
50000,Vermont,1968,3215
51000,Virginia,1968,3459
53000,Washington,1968,3986
54000,West Virginia,1968,2622
55000,Wisconsin,1968,3428
56000,Wyoming,1968,3375
91000,New England,1968,3892
92000,Mideast,1968,4097
93000,Great Lakes,1968,3740
94000,Plains,1968,3371
95000,Southeast,1968,2889
96000,Southwest,1968,3158
97000,Rocky Mountain,1968,3267
98000,Far West,1968,4234
0,United States,1969,3931
1000,Alabama,1969,2831
2000,Alaska,1969,5322
4000,Arizona,1969,3643
5000,Arkansas,1969,2681
6000,California,1969,4676
8000,Colorado,1969,3896
9000,Connecticut,1969,4898
10000,Delaware,1969,4521
11000,District of Columbia,1969,4939
12000,Florida,1969,3765
13000,Georgia,1969,3292
15000,Hawaii *,1969,4903
16000,Idaho,1969,3382
17000,Illinois,1969,4392
18000,Indiana,1969,3741
19000,Iowa,1969,3698
20000,Kansas,1969,3665
21000,Kentucky,1969,3037
22000,Louisiana,1969,2975
23000,Maine,1969,3262
24000,Maryland,1969,4456
25000,Massachusetts,1969,4255
26000,Michigan,1969,4107
27000,Minnesota,1969,3829
28000,Mississippi,1969,2496
29000,Missouri,1969,3645
30000,Montana,1969,3387
31000,Nebraska,1969,3649
32000,Nevada,1969,4747
33000,New Hampshire,1969,3842
34000,New Jersey,1969,4581
35000,New Mexico,1969,3109
36000,New York,1969,4619
37000,North Carolina,1969,3152
38000,North Dakota,1969,3205
39000,Ohio,1969,3957
40000,Oklahoma,1969,3335
41000,Oregon,1969,3798
42000,Pennsylvania,1969,3862
44000,Rhode Island,1969,4015
45000,South Carolina,1969,2959
46000,South Dakota,1969,3108
47000,Tennessee,1969,3032
48000,Texas,1969,3493
49000,Utah,1969,3254
50000,Vermont,1969,3468
51000,Virginia,1969,3868
53000,Washington,1969,4258
54000,West Virginia,1969,2832
55000,Wisconsin,1969,3752
56000,Wyoming,1969,3704
91000,New England,1969,4262
92000,Mideast,1969,4391
93000,Great Lakes,1969,4060
94000,Plains,1969,3661
95000,Southeast,1969,3198
96000,Southwest,1969,3460
97000,Rocky Mountain,1969,3602
98000,Far West,1969,4570
0,United States,1970,4198
1000,Alabama,1970,3081
2000,Alaska,1970,5911
4000,Arizona,1970,4020
5000,Arkansas,1970,2915
6000,California,1970,4965
8000,Colorado,1970,4290
9000,Connecticut,1970,5158
10000,Delaware,1970,4724
11000,District of Columbia,1970,5528
12000,Florida,1970,4131
13000,Georgia,1970,3542
15000,Hawaii *,1970,5538
16000,Idaho,1970,3691
17000,Illinois,1970,4632
18000,Indiana,1970,3849
19000,Iowa,1970,3923
20000,Kansas,1970,3956
21000,Kentucky,1970,3261
22000,Louisiana,1970,3195
23000,Maine,1970,3569
24000,Maryland,1970,4867
25000,Massachusetts,1970,4552
26000,Michigan,1970,4200
27000,Minnesota,1970,4117
28000,Mississippi,1970,2736
29000,Missouri,1970,3945
30000,Montana,1970,3735
31000,Nebraska,1970,3897
32000,Nevada,1970,5191
33000,New Hampshire,1970,3997
34000,New Jersey,1970,4909
35000,New Mexico,1970,3420
36000,New York,1970,4920
37000,North Carolina,1970,3397
38000,North Dakota,1970,3397
39000,Ohio,1970,4137
40000,Oklahoma,1970,3634
41000,Oregon,1970,4065
42000,Pennsylvania,1970,4135
44000,Rhode Island,1970,4306
45000,South Carolina,1970,3225
46000,South Dakota,1970,3386
47000,Tennessee,1970,3264
48000,Texas,1970,3782
49000,Utah,1970,3558
50000,Vermont,1970,3728
51000,Virginia,1970,4157
53000,Washington,1970,4400
54000,West Virginia,1970,3156
55000,Wisconsin,1970,3988
56000,Wyoming,1970,4038
91000,New England,1970,4539
92000,Mideast,1970,4703
93000,Great Lakes,1970,4234
94000,Plains,1970,3935
95000,Southeast,1970,3469
96000,Southwest,1970,3763
97000,Rocky Mountain,1970,3956
98000,Far West,1970,4855
0,United States,1971,4471
1000,Alabama,1971,3345
2000,Alaska,1971,6269
4000,Arizona,1971,4354
5000,Arkansas,1971,3176
6000,California,1971,5209
8000,Colorado,1971,4671
9000,Connecticut,1971,5394
10000,Delaware,1971,5032
11000,District of Columbia,1971,6191
12000,Florida,1971,4433
13000,Georgia,1971,3823
15000,Hawaii *,1971,5791
16000,Idaho,1971,3918
17000,Illinois,1971,4936
18000,Indiana,1971,4151
19000,Iowa,1971,4082
20000,Kansas,1971,4298
21000,Kentucky,1971,3476
22000,Louisiana,1971,3427
23000,Maine,1971,3764
24000,Maryland,1971,5252
25000,Massachusetts,1971,4834
26000,Michigan,1971,4530
27000,Minnesota,1971,4353
28000,Mississippi,1971,2974
29000,Missouri,1971,4222
30000,Montana,1971,3920
31000,Nebraska,1971,4234
32000,Nevada,1971,5501
33000,New Hampshire,1971,4225
34000,New Jersey,1971,5229
35000,New Mexico,1971,3677
36000,New York,1971,5234
37000,North Carolina,1971,3626
38000,North Dakota,1971,3868
39000,Ohio,1971,4376
40000,Oklahoma,1971,3882
41000,Oregon,1971,4364
42000,Pennsylvania,1971,4362
44000,Rhode Island,1971,4499
45000,South Carolina,1971,3449
46000,South Dakota,1971,3684
47000,Tennessee,1971,3538
48000,Texas,1971,4007
49000,Utah,1971,3855
50000,Vermont,1971,3967
51000,Virginia,1971,4505
53000,Washington,1971,4595
54000,West Virginia,1971,3418
55000,Wisconsin,1971,4251
56000,Wyoming,1971,4404
91000,New England,1971,4788
92000,Mideast,1971,5007
93000,Great Lakes,1971,4522
94000,Plains,1971,4204
95000,Southeast,1971,3740
96000,Southwest,1971,4006
97000,Rocky Mountain,1971,4271
98000,Far West,1971,5101
0,United States,1973,5363
1000,Alabama,1973,4088
2000,Alaska,1973,7525
4000,Arizona,1973,5145
5000,Arkansas,1973,4069
6000,California,1973,6123
8000,Colorado,1973,5579
9000,Connecticut,1973,6319
10000,Delaware,1973,5979
11000,District of Columbia,1973,7246
12000,Florida,1973,5371
13000,Georgia,1973,4656
15000,Hawaii *,1973,6643
16000,Idaho,1973,4885
17000,Illinois,1973,5947
18000,Indiana,1973,5136
19000,Iowa,1973,5466
20000,Kansas,1973,5417
21000,Kentucky,1973,4227
22000,Louisiana,1973,4098
23000,Maine,1973,4498
24000,Maryland,1973,6221
25000,Massachusetts,1973,5632
26000,Michigan,1973,5554
27000,Minnesota,1973,5500
28000,Mississippi,1973,3736
29000,Missouri,1973,5045
30000,Montana,1973,5149
31000,Nebraska,1973,5382
32000,Nevada,1973,6381
33000,New Hampshire,1973,5005
34000,New Jersey,1973,6143
35000,New Mexico,1973,4421
36000,New York,1973,6022
37000,North Carolina,1973,4491
38000,North Dakota,1973,6383
39000,Ohio,1973,5252
40000,Oklahoma,1973,4696
41000,Oregon,1973,5291
42000,Pennsylvania,1973,5219
44000,Rhode Island,1973,5158
45000,South Carolina,1973,4213
46000,South Dakota,1973,5310
47000,Tennessee,1973,4384
48000,Texas,1973,4835
49000,Utah,1973,4520
50000,Vermont,1973,4661
51000,Virginia,1973,5424
53000,Washington,1973,5532
54000,West Virginia,1973,4062
55000,Wisconsin,1973,5125
56000,Wyoming,1973,5571
91000,New England,1973,5591
92000,Mideast,1973,5860
93000,Great Lakes,1973,5481
94000,Plains,1973,5367
95000,Southeast,1973,4574
96000,Southwest,1973,4825
97000,Rocky Mountain,1973,5200
98000,Far West,1973,6022
0,United States,1972,4857
1000,Alabama,1972,3672
2000,Alaska,1972,6636
4000,Arizona,1972,4711
5000,Arkansas,1972,3504
6000,California,1972,5652
8000,Colorado,1972,5064
9000,Connecticut,1972,5800
10000,Delaware,1972,5446
11000,District of Columbia,1972,6781
12000,Florida,1972,4860
13000,Georgia,1972,4203
15000,Hawaii *,1972,6170
16000,Idaho,1972,4329
17000,Illinois,1972,5332
18000,Indiana,1972,4503
19000,Iowa,1972,4559
20000,Kansas,1972,4772
21000,Kentucky,1972,3801
22000,Louisiana,1972,3698
23000,Maine,1972,4047
24000,Maryland,1972,5679
25000,Massachusetts,1972,5203
26000,Michigan,1972,5001
27000,Minnesota,1972,4714
28000,Mississippi,1972,3327
29000,Missouri,1972,4562
30000,Montana,1972,4492
31000,Nebraska,1972,4645
32000,Nevada,1972,5847
33000,New Hampshire,1972,4557
34000,New Jersey,1972,5642
35000,New Mexico,1972,4039
36000,New York,1972,5603
37000,North Carolina,1972,4025
38000,North Dakota,1972,4576
39000,Ohio,1972,4743
40000,Oklahoma,1972,4197
41000,Oregon,1972,4788
42000,Pennsylvania,1972,4753
44000,Rhode Island,1972,4836
45000,South Carolina,1972,3792
46000,South Dakota,1972,4215
47000,Tennessee,1972,3906
48000,Texas,1972,4352
49000,Utah,1972,4179
50000,Vermont,1972,4294
51000,Virginia,1972,4922
53000,Washington,1972,4955
54000,West Virginia,1972,3729
55000,Wisconsin,1972,4609
56000,Wyoming,1972,4856
91000,New England,1972,5149
92000,Mideast,1972,5400
93000,Great Lakes,1972,4916
94000,Plains,1972,4619
95000,Southeast,1972,4110
96000,Southwest,1972,4350
97000,Rocky Mountain,1972,4682
98000,Far West,1972,5529
0,United States,1975,6324
1000,Alabama,1975,4918
2000,Alaska,1975,11205
4000,Arizona,1975,5825
5000,Arkansas,1975,4769
6000,California,1975,7320
8000,Colorado,1975,6670
9000,Connecticut,1975,7367
10000,Delaware,1975,6844
11000,District of Columbia,1975,8834
12000,Florida,1975,6107
13000,Georgia,1975,5354
15000,Hawaii *,1975,7907
16000,Idaho,1975,5850
17000,Illinois,1975,7064
18000,Indiana,1975,5907
19000,Iowa,1975,6293
20000,Kansas,1975,6358
21000,Kentucky,1975,5039
22000,Louisiana,1975,5113
23000,Maine,1975,5266
24000,Maryland,1975,7265
25000,Massachusetts,1975,6560
26000,Michigan,1975,6340
27000,Minnesota,1975,6340
28000,Mississippi,1975,4360
29000,Missouri,1975,5883
30000,Montana,1975,5978
31000,Nebraska,1975,6336
32000,Nevada,1975,7331
33000,New Hampshire,1975,5786
34000,New Jersey,1975,7203
35000,New Mexico,1975,5391
36000,New York,1975,7066
37000,North Carolina,1975,5229
38000,North Dakota,1975,6549
39000,Ohio,1975,6143
40000,Oklahoma,1975,5677
41000,Oregon,1975,6418
42000,Pennsylvania,1975,6259
44000,Rhode Island,1975,6068
45000,South Carolina,1975,4963
46000,South Dakota,1975,5829
47000,Tennessee,1975,5138
48000,Texas,1975,5947
49000,Utah,1975,5341
50000,Vermont,1975,5401
51000,Virginia,1975,6404
53000,Washington,1975,6831
54000,West Virginia,1975,4991
55000,Wisconsin,1975,6099
56000,Wyoming,1975,6853
91000,New England,1975,6514
